Final form without custom sprite;;pre-evos that have custom sprites;;;
354.255; evolves from : ;403.200;;;
3.256; evolves from : ;1.198;;;
20.256; evolves from : ;20.198;19.198;;
53.256; evolves from : ;53.198;52.198;;
55.256; evolves from : ;54.198;;;
62.256; evolves from : ;60.198;;;
76.256; evolves from : ;74.198;;;
78.256; evolves from : ;77.198;;;
105.256; evolves from : ;104.198;;;
110.256; evolves from : ;109.198;;;
149.256; evolves from : ;147.198;;;
169.256; evolves from : ;42.198;41.198;;
171.256; evolves from : ;170.198;;;
181.256; evolves from : ;181.198;;;
182.256; evolves from : ;44.198;43.198;;
186.256; evolves from : ;60.198;;;
235.256; evolves from : ;235.198;;;
242.256; evolves from : ;242.198;;;
309.256; evolves from : ;309.198;;;
313.256; evolves from : ;311.198;;;
26.262; evolves from : ;25.215;;;
53.262; evolves from : ;52.215;;;
55.262; evolves from : ;54.215;;;
97.262; evolves from : ;96.215;;;
124.262; evolves from : ;124.215;238.215;;
154.262; evolves from : ;152.215;;;
171.262; evolves from : ;170.215;;;
196.262; evolves from : ;133.215;;;
197.262; evolves from : ;133.215;;;
217.262; evolves from : ;216.215;;;
225.262; evolves from : ;225.215;;;
256.262; evolves from : ;198.215;;;
262.262; evolves from : ;262.215;;;
263.262; evolves from : ;81.215;;;
271.262; evolves from : ;133.215;;;
272.262; evolves from : ;133.215;;;
284.262; evolves from : ;282.215;;;
313.262; evolves from : ;311.215;;;
354.262; evolves from : ;403.215;;;
9.263; evolves from : ;7.81;;;
12.263; evolves from : ;11.81;;;
18.263; evolves from : ;16.81;;;
20.263; evolves from : ;20.81;19.81;;
22.263; evolves from : ;22.81;21.81;;
26.263; evolves from : ;26.82;26.81;25.81;
28.263; evolves from : ;27.81;;;
38.263; evolves from : ;37.81;;;
45.263; evolves from : ;43.81;;;
51.263; evolves from : ;50.81;;;
53.263; evolves from : ;53.82;;;
71.263; evolves from : ;69.81;;;
73.263; evolves from : ;72.81;;;
87.263; evolves from : ;86.81;;;
89.263; evolves from : ;89.81;88.81;;
105.263; evolves from : ;104.81;;;
106.263; evolves from : ;106.81;;;
127.263; evolves from : ;127.82;;;
130.263; evolves from : ;130.82;130.81;129.81;
149.263; evolves from : ;147.81;;;
164.263; evolves from : ;163.81;;;
169.263; evolves from : ;169.81;42.81;41.81;
171.263; evolves from : ;171.81;170.81;;
185.263; evolves from : ;185.81;;;
189.263; evolves from : ;187.81;;;
202.263; evolves from : ;253.81;;;
211.263; evolves from : ;211.81;;;
230.263; evolves from : ;230.82;;;
232.263; evolves from : ;231.81;;;
234.263; evolves from : ;234.81;;;
251.263; evolves from : ;251.82;251.81;;
263.263; evolves from : ;82.81;81.81;;
266.263; evolves from : ;114.81;;;
267.263; evolves from : ;125.81;239.81;;
274.263; evolves from : ;220.81;;;
337.263; evolves from : ;397.81;;;
358.263; evolves from : ;358.82;358.81;;
374.263; evolves from : ;374.82;419.81;;
6.264; evolves from : ;6.108;;;
20.264; evolves from : ;19.108;;;
26.264; evolves from : ;25.108;;;
40.264; evolves from : ;39.108;;;
51.264; evolves from : ;51.108;;;
87.264; evolves from : ;86.108;;;
91.264; evolves from : ;90.108;;;
97.264; evolves from : ;96.108;;;
103.264; evolves from : ;102.108;;;
127.264; evolves from : ;127.108;;;
132.264; evolves from : ;132.108;;;
162.264; evolves from : ;162.108;;;
171.264; evolves from : ;170.108;;;
186.264; evolves from : ;186.108;61.108;60.108;
197.264; evolves from : ;197.108;;;
202.264; evolves from : ;253.108;;;
203.264; evolves from : ;203.108;;;
212.264; evolves from : ;123.108;;;
219.264; evolves from : ;218.108;;;
235.264; evolves from : ;235.108;;;
242.264; evolves from : ;113.108;;;
262.264; evolves from : ;215.108;;;
266.264; evolves from : ;114.108;;;
314.264; evolves from : ;387.108;;;
324.264; evolves from : ;322.108;;;
352.264; evolves from : ;401.108;;;
357.264; evolves from : ;357.108;;;
6.265; evolves from : ;6.112;6.111;;
24.265; evolves from : ;24.112;;;
28.265; evolves from : ;28.111;27.111;;
31.265; evolves from : ;31.112;;;
34.265; evolves from : ;34.111;33.111;;
49.265; evolves from : ;49.112;49.111;48.111;
53.265; evolves from : ;53.111;;;
62.265; evolves from : ;61.111;60.111;;
68.265; evolves from : ;68.112;;;
80.265; evolves from : ;79.111;;;
101.265; evolves from : ;101.111;;;
115.265; evolves from : ;115.112;;;
119.265; evolves from : ;119.112;;;
121.265; evolves from : ;121.112;;;
127.265; evolves from : ;127.111;;;
128.265; evolves from : ;128.111;;;
132.265; evolves from : ;132.111;;;
146.265; evolves from : ;146.112;;;
181.265; evolves from : ;179.111;;;
186.265; evolves from : ;61.111;60.111;;
195.265; evolves from : ;195.112;;;
203.265; evolves from : ;203.112;;;
208.265; evolves from : ;208.112;;;
214.265; evolves from : ;214.111;;;
224.265; evolves from : ;224.112;;;
242.265; evolves from : ;113.111;;;
267.265; evolves from : ;267.112;;;
281.265; evolves from : ;279.111;;;
318.265; evolves from : ;318.112;318.111;317.111;316.111
355.265; evolves from : ;404.111;;;
420.265; evolves from : ;420.112;;;
9.266; evolves from : ;7.114;;;
18.266; evolves from : ;16.114;;;
20.266; evolves from : ;20.114;19.114;;
24.266; evolves from : ;23.114;;;
57.266; evolves from : ;56.114;;;
71.266; evolves from : ;70.114;69.114;;
83.266; evolves from : ;83.114;;;
119.266; evolves from : ;118.114;;;
130.266; evolves from : ;129.114;;;
132.266; evolves from : ;132.114;;;
135.266; evolves from : ;133.114;;;
136.266; evolves from : ;133.114;;;
154.266; evolves from : ;152.114;;;
157.266; evolves from : ;155.114;;;
160.266; evolves from : ;158.114;;;
162.266; evolves from : ;161.114;;;
166.266; evolves from : ;165.114;;;
169.266; evolves from : ;41.114;;;
171.266; evolves from : ;170.114;;;
181.266; evolves from : ;179.114;;;
189.266; evolves from : ;189.114;;;
196.266; evolves from : ;133.114;;;
197.266; evolves from : ;133.114;;;
242.266; evolves from : ;113.114;;;
255.266; evolves from : ;200.114;;;
266.266; evolves from : ;114.114;;;
269.266; evolves from : ;175.114;;;
271.266; evolves from : ;133.114;;;
272.266; evolves from : ;133.114;;;
278.266; evolves from : ;276.114;;;
281.266; evolves from : ;279.114;;;
287.266; evolves from : ;285.114;;;
288.266; evolves from : ;285.114;;;
293.266; evolves from : ;291.114;;;
309.266; evolves from : ;309.114;;;
315.266; evolves from : ;315.114;;;
318.266; evolves from : ;316.114;;;
321.266; evolves from : ;319.114;;;
324.266; evolves from : ;322.114;;;
339.266; evolves from : ;339.114;133.114;;
352.266; evolves from : ;401.114;;;
358.266; evolves from : ;358.114;;;
6.267; evolves from : ;6.125;;;
20.267; evolves from : ;19.239;;;
26.267; evolves from : ;26.125;25.125;;
31.267; evolves from : ;31.125;;;
101.267; evolves from : ;101.125;100.125;100.239;
124.267; evolves from : ;238.239;;;
130.267; evolves from : ;130.125;;;
134.267; evolves from : ;133.125;;;
135.267; evolves from : ;133.125;;;
136.267; evolves from : ;136.125;133.125;;
143.267; evolves from : ;260.239;;;
149.267; evolves from : ;147.125;147.239;;
162.267; evolves from : ;161.239;;;
171.267; evolves from : ;170.125;170.239;;
184.267; evolves from : ;252.125;;;
186.267; evolves from : ;60.239;;;
195.267; evolves from : ;194.125;;;
197.267; evolves from : ;133.125;;;
225.267; evolves from : ;225.239;;;
226.267; evolves from : ;261.239;;;
249.267; evolves from : ;249.239;;;
262.267; evolves from : ;215.239;;;
267.267; evolves from : ;267.125;239.125;;
271.267; evolves from : ;133.125;;;
272.267; evolves from : ;133.125;;;
275.267; evolves from : ;275.125;;;
324.267; evolves from : ;324.125;323.125;322.239;
354.267; evolves from : ;403.239;;;
364.267; evolves from : ;413.125;413.239;;
372.267; evolves from : ;372.125;;;
45.268; evolves from : ;43.240;;;
68.268; evolves from : ;66.240;;;
78.268; evolves from : ;77.126;;;
149.268; evolves from : ;148.126;;;
162.268; evolves from : ;162.126;;;
169.268; evolves from : ;42.126;;;
171.268; evolves from : ;170.126;170.240;;
182.268; evolves from : ;43.240;;;
195.268; evolves from : ;194.126;;;
212.268; evolves from : ;123.126;;;
241.268; evolves from : ;241.240;;;
250.268; evolves from : ;250.240;;;
268.268; evolves from : ;240.240;;;
313.268; evolves from : ;311.126;311.240;;
334.268; evolves from : ;392.240;;;
350.268; evolves from : ;350.126;;;
359.268; evolves from : ;406.240;;;
361.268; evolves from : ;409.240;;;
363.268; evolves from : ;412.240;;;
3.269; evolves from : ;1.175;;;
6.269; evolves from : ;4.175;;;
18.269; evolves from : ;16.175;;;
28.269; evolves from : ;28.176;27.175;;
47.269; evolves from : ;46.175;;;
51.269; evolves from : ;50.175;;;
65.269; evolves from : ;65.176;65.175;64.175;63.175
76.269; evolves from : ;74.175;;;
80.269; evolves from : ;79.175;;;
94.269; evolves from : ;94.175;;;
99.269; evolves from : ;98.175;;;
107.269; evolves from : ;107.176;;;
115.269; evolves from : ;115.175;;;
124.269; evolves from : ;238.175;;;
127.269; evolves from : ;127.176;;;
132.269; evolves from : ;132.175;;;
134.269; evolves from : ;133.175;;;
136.269; evolves from : ;133.175;;;
139.269; evolves from : ;138.175;;;
150.269; evolves from : ;150.175;;;
154.269; evolves from : ;152.175;;;
160.269; evolves from : ;158.175;;;
171.269; evolves from : ;170.175;;;
182.269; evolves from : ;44.175;43.175;;
185.269; evolves from : ;257.175;;;
192.269; evolves from : ;191.175;;;
196.269; evolves from : ;133.175;;;
199.269; evolves from : ;79.175;;;
210.269; evolves from : ;209.175;;;
219.269; evolves from : ;219.175;218.175;;
245.269; evolves from : ;245.175;;;
248.269; evolves from : ;248.175;;;
249.269; evolves from : ;249.175;;;
254.269; evolves from : ;254.176;254.175;;
271.269; evolves from : ;133.175;;;
272.269; evolves from : ;133.175;;;
278.269; evolves from : ;277.175;;;
281.269; evolves from : ;279.175;;;
293.269; evolves from : ;291.175;;;
295.269; evolves from : ;295.175;;;
308.269; evolves from : ;307.175;;;
315.269; evolves from : ;315.175;;;
329.269; evolves from : ;327.175;;;
339.269; evolves from : ;133.175;;;
341.269; evolves from : ;341.175;;;
345.269; evolves from : ;345.175;;;
346.269; evolves from : ;346.175;;;
353.269; evolves from : ;353.175;;;
364.269; evolves from : ;413.175;;;
373.269; evolves from : ;373.175;;;
26.270; evolves from : ;25.193;;;
34.270; evolves from : ;33.193;;;
83.270; evolves from : ;83.193;;;
97.270; evolves from : ;96.193;;;
110.270; evolves from : ;109.193;;;
122.270; evolves from : ;122.193;;;
169.270; evolves from : ;41.193;;;
171.270; evolves from : ;170.193;;;
189.270; evolves from : ;187.193;;;
206.270; evolves from : ;206.193;;;
222.270; evolves from : ;222.193;;;
224.270; evolves from : ;223.193;;;
274.270; evolves from : ;220.193;;;
313.270; evolves from : ;311.193;;;
314.270; evolves from : ;387.193;;;
335.270; evolves from : ;394.193;;;
18.271; evolves from : ;17.133;16.133;;
20.271; evolves from : ;19.133;;;
22.271; evolves from : ;21.133;;;
26.271; evolves from : ;25.133;;;
31.271; evolves from : ;30.133;;;
34.271; evolves from : ;32.133;;;
49.271; evolves from : ;49.133;48.133;;
53.271; evolves from : ;53.133;52.133;;
78.271; evolves from : ;78.133;77.133;;
80.271; evolves from : ;79.133;;;
83.271; evolves from : ;83.133;;;
101.271; evolves from : ;100.133;;;
105.271; evolves from : ;104.133;;;
110.271; evolves from : ;109.133;;;
122.271; evolves from : ;122.133;258.133;;
141.271; evolves from : ;140.133;;;
149.271; evolves from : ;149.133;147.133;;
151.271; evolves from : ;151.133;;;
157.271; evolves from : ;155.133;;;
160.271; evolves from : ;158.133;;;
168.271; evolves from : ;168.133;167.133;;
171.271; evolves from : ;170.133;;;
178.271; evolves from : ;178.133;177.133;;
184.271; evolves from : ;184.133;183.133;252.133;
186.271; evolves from : ;186.133;;;
192.271; evolves from : ;191.133;;;
201.271; evolves from : ;201.133;;;
202.271; evolves from : ;202.133;;;
206.271; evolves from : ;206.133;;;
217.271; evolves from : ;217.133;216.133;;
226.271; evolves from : ;261.133;;;
229.271; evolves from : ;228.133;;;
235.271; evolves from : ;235.133;;;
251.271; evolves from : ;251.133;;;
264.271; evolves from : ;108.133;;;
266.271; evolves from : ;114.133;;;
273.271; evolves from : ;273.133;;;
274.271; evolves from : ;220.133;;;
275.271; evolves from : ;275.133;;;
281.271; evolves from : ;279.133;;;
284.271; evolves from : ;282.133;;;
296.271; evolves from : ;296.133;384.133;;
302.271; evolves from : ;301.133;;;
313.271; evolves from : ;311.133;;;
314.271; evolves from : ;314.133;;;
315.271; evolves from : ;315.133;;;
324.271; evolves from : ;322.133;;;
331.271; evolves from : ;330.133;;;
333.271; evolves from : ;391.133;;;
335.271; evolves from : ;394.133;;;
345.271; evolves from : ;345.133;;;
346.271; evolves from : ;346.133;;;
352.271; evolves from : ;352.133;401.133;;
360.271; evolves from : ;360.133;408.133;;
367.271; evolves from : ;365.133;;;
368.271; evolves from : ;414.133;;;
370.271; evolves from : ;370.133;;;
373.271; evolves from : ;373.133;;;
3.272; evolves from : ;1.133;;;
6.272; evolves from : ;5.133;4.133;;
9.272; evolves from : ;7.133;;;
12.272; evolves from : ;12.133;;;
18.272; evolves from : ;17.133;16.133;;
20.272; evolves from : ;19.133;;;
22.272; evolves from : ;21.133;;;
31.272; evolves from : ;30.133;;;
34.272; evolves from : ;32.133;;;
38.272; evolves from : ;37.133;;;
40.272; evolves from : ;40.133;39.133;174.133;
45.272; evolves from : ;43.133;;;
49.272; evolves from : ;49.133;48.133;;
53.272; evolves from : ;53.133;52.133;;
59.272; evolves from : ;58.133;;;
78.272; evolves from : ;78.133;77.133;;
80.272; evolves from : ;79.133;;;
83.272; evolves from : ;83.133;;;
89.272; evolves from : ;89.133;88.133;;
94.272; evolves from : ;94.133;93.133;92.133;
101.272; evolves from : ;100.133;;;
105.272; evolves from : ;104.133;;;
110.272; evolves from : ;109.133;;;
122.272; evolves from : ;122.133;258.133;;
131.272; evolves from : ;131.133;;;
141.272; evolves from : ;140.133;;;
143.272; evolves from : ;260.133;;;
149.272; evolves from : ;149.133;147.133;;
151.272; evolves from : ;151.133;;;
154.272; evolves from : ;152.133;;;
160.272; evolves from : ;158.133;;;
162.272; evolves from : ;161.133;;;
168.272; evolves from : ;168.133;167.133;;
169.272; evolves from : ;169.133;42.133;41.133;
171.272; evolves from : ;170.133;;;
178.272; evolves from : ;178.133;177.133;;
181.272; evolves from : ;180.133;179.133;;
182.272; evolves from : ;43.133;;;
184.272; evolves from : ;184.133;183.133;252.133;
186.272; evolves from : ;186.133;;;
199.272; evolves from : ;79.133;;;
201.272; evolves from : ;201.133;;;
202.272; evolves from : ;202.133;;;
206.272; evolves from : ;206.133;;;
217.272; evolves from : ;217.133;216.133;;
226.272; evolves from : ;261.133;;;
229.272; evolves from : ;228.133;;;
230.272; evolves from : ;116.133;;;
235.272; evolves from : ;235.133;;;
251.272; evolves from : ;251.133;;;
263.272; evolves from : ;263.133;82.133;81.133;
264.272; evolves from : ;108.133;;;
266.272; evolves from : ;114.133;;;
268.272; evolves from : ;268.133;126.133;240.133;
272.272; evolves from : ;272.133;133.133;;
273.272; evolves from : ;273.133;;;
274.272; evolves from : ;220.133;;;
275.272; evolves from : ;275.133;;;
281.272; evolves from : ;279.133;;;
284.272; evolves from : ;282.133;;;
287.272; evolves from : ;286.133;;;
288.272; evolves from : ;286.133;;;
296.272; evolves from : ;296.133;384.133;;
302.272; evolves from : ;301.133;;;
313.272; evolves from : ;311.133;;;
314.272; evolves from : ;314.133;;;
315.272; evolves from : ;315.133;;;
324.272; evolves from : ;322.133;;;
329.272; evolves from : ;327.133;;;
331.272; evolves from : ;330.133;;;
333.272; evolves from : ;391.133;;;
345.272; evolves from : ;345.133;;;
346.272; evolves from : ;346.133;;;
360.272; evolves from : ;360.133;408.133;;
367.272; evolves from : ;365.133;;;
368.272; evolves from : ;414.133;;;
370.272; evolves from : ;370.133;;;
373.272; evolves from : ;373.133;;;
6.273; evolves from : ;4.207;;;
26.273; evolves from : ;25.207;;;
76.273; evolves from : ;75.207;;;
85.273; evolves from : ;85.207;;;
94.273; evolves from : ;92.207;;;
97.273; evolves from : ;96.207;;;
206.273; evolves from : ;206.207;;;
227.273; evolves from : ;227.207;;;
254.273; evolves from : ;190.207;;;
263.273; evolves from : ;81.207;;;
264.273; evolves from : ;108.207;;;
265.273; evolves from : ;111.207;;;
289.273; evolves from : ;382.207;;;
313.273; evolves from : ;311.207;;;
331.273; evolves from : ;331.207;;;
356.273; evolves from : ;382.207;;;
381.273; evolves from : ;381.207;;;
383.273; evolves from : ;383.207;294.207;;
18.274; evolves from : ;16.220;;;
20.274; evolves from : ;19.220;;;
28.274; evolves from : ;28.221;;;
34.274; evolves from : ;33.220;32.220;;
45.274; evolves from : ;43.220;;;
51.274; evolves from : ;50.220;;;
85.274; evolves from : ;84.220;;;
121.274; evolves from : ;121.221;;;
134.274; evolves from : ;133.220;;;
135.274; evolves from : ;133.220;;;
136.274; evolves from : ;133.220;;;
141.274; evolves from : ;140.220;;;
149.274; evolves from : ;148.220;147.220;;
171.274; evolves from : ;170.220;;;
182.274; evolves from : ;43.220;;;
184.274; evolves from : ;184.221;183.220;252.220;
192.274; evolves from : ;191.220;;;
196.274; evolves from : ;133.220;;;
197.274; evolves from : ;197.220;133.220;;
201.274; evolves from : ;201.220;;;
213.274; evolves from : ;213.220;;;
214.274; evolves from : ;214.221;;;
226.274; evolves from : ;226.220;;;
235.274; evolves from : ;235.221;;;
267.274; evolves from : ;239.220;;;
270.274; evolves from : ;270.220;193.220;;
271.274; evolves from : ;133.220;;;
274.274; evolves from : ;274.220;;;
281.274; evolves from : ;279.220;;;
288.274; evolves from : ;286.220;;;
313.274; evolves from : ;311.220;;;
321.274; evolves from : ;321.220;320.220;319.220;
339.274; evolves from : ;133.220;;;
